,symbol,company_name,industry,market_cap
438,ARCK,Arbor Rapha Capital Bioholdings I,Blank Check / SPAC,216490000.0
439,ARCO,Arcos Dorados Holdings,"Hotels, Restaurants & Leisure",1460000000.0
440,ARCT,Arcturus Therapeutics Holdings,Biotechnology,448590000.0
441,ARDS,Aridis Pharmaceuticals,Biotechnology,16290000.0
442,ARDX,Ardelyx,Biotechnology,94440000.0
443,ARE,Alexandria Real Estate Equities,Equity Real Estate Investment Trusts ...,27170000000.0
444,AREC,American Resources,"Oil, Gas & Consumable Fuels",92040000.0
445,AREN,Arena Group Holdings,Internet Content & Information,178730000.0
446,ARES,Ares Management,Capital Markets,20120000000.0
447,ARGO,Argo Group International Holdings,Insurance,1450000000.0
448,ARGU,Argus Capital,Blank Check / SPAC,387410000.0
449,ARGX,Argenx SE,Biotechnology,17860000000.0
450,ARHS,Arhaus,Home Improvement Retail,861390000.0
451,ARI,Apollo Commercial Real Estate Finance,Mortgage Real Estate Investment Trust...,1720000000.0
452,ARIS,Aris Water Solutions,Utilities-Regulated Water,911140000.0
453,ARIZ,Arisz Acquisition,Blank Check / SPAC,87590000.0
454,ARKO,ARKO Corp.,Specialty Retail,1000000000.0
455,ARKR,Ark Restaurants,"Hotels, Restaurants & Leisure",58480000.0
456,ARL,American Realty Investors,Real Estate Management & Development,340160000.0
457,ARLO,Arlo Technologies,"Electronic Equipment, Instruments & C...",580300000.0
458,ARLP,Alliance Resource Partners,"Oil, Gas & Consumable Fuels",2360000000.0
459,ARMK,Aramark,"Hotels, Restaurants & Leisure",8660000000.0
460,ARMP,Armata Pharmaceuticals,Biotechnology,140840000.0
461,ARNC,Arconic,Aerospace & Defense,2820000000.0
462,AROC,Archrock,Energy Equipment & Services,1400000000.0
463,AROW,Arrow Financial,Banks,499420000.0
464,ARQQ,Arqit Quantum,Software-Infrastructure,798490000.0
465,ARQT,Arcutis Biotherapeutics,Biotechnology,921920000.0
466,ARR,ARMOUR Residential REIT,Mortgage Real Estate Investment Trust...,779970000.0
467,ARRW,Arrowroot Acquisition,Blank Check / SPAC,353270000.0
468,ARRY,Array Technologies,Solar,1060000000.0
469,ARTA,Artisan Acquisition,Blank Check / SPAC,457180000.0
470,ARTE,Artemis Strategic Investment,Blank Check / SPAC,250810000.0
471,ARTL,Artelo Biosciences,Pharmaceuticals,13370000.0
472,ARTNA,Artesian Resources,Water Utilities,426540000.0
473,ARTW,Art's-Way Manufacturing Co.,Machinery,10570000.0
474,ARVL,Arrival,Auto Manufacturers,1240000000.0
475,ARVN,Arvinas,Pharmaceuticals,2290000000.0
476,ARW,Arrow Electronics,"Electronic Equipment, Instruments & C...",8260000000.0
477,ARWR,Arrowhead Pharmaceuticals,Biotechnology,3340000000.0
478,ARYD,ARYA Sciences Acquisition IV,Blank Check / SPAC,187840000.0
479,ARYE,Arya Sciences Acquisition V,Blank Check / SPAC,185630000.0
480,ASA,ASA Gold and Precious Metals,Capital Markets,345680000.0
481,ASAI,Sendas Distribuidora,Food & Staples Retailing,4120000000.0
482,ASAN,Asana,Software,4630000000.0
483,ASAQ,Atlantic Street Acquisition,Blank Check / SPAC,308750000.0
484,ASAX,Astrea Acquisition,Blank Check / SPAC,215970000.0
485,ASB,Associated Banc-Corp,Banks,2950000000.0
486,ASC,Ardmore Shipping,"Oil, Gas & Consumable Fuels",248930000.0
487,ASCA,A SPAC I Acquisition,Blank Check / SPAC,85900000.0
488,ASCB,A SPAC II Acquisition,Blank Check / SPAC,252020000.0
489,ASGN,ASGN Incorporated,Professional Services,5370000000.0
490,ASH,Ashland Global Holdings,Chemicals,5340000000.0
491,ASIX,AdvanSix,Chemicals,1300000000.0
492,ASLE,AerSale,Airports & Air Services,716910000.0
493,ASLN,ASLAN Pharmaceuticals,Biotechnology,32430000.0
494,ASM,Avino Silver & Gold Mines,Metals & Mining,74970000.0
495,ASMB,Assembly Biosciences,Biotechnology,74110000.0
496,ASML,ASML Holding,Semiconductors & Semiconductor Equipment,222610000000.0
497,ASND,Ascendis Pharma,Biotechnology,4730000000.0
498,ASNS,Actelis Networks,Biotechnology,38070000.0
499,ASO,Academy Sports and Outdoors,Specialty Retail,3130000000.0
500,ASPA,Abri SPAC I,Blank Check / SPAC,73870000.0
501,ASPC,Alpha Capital Acquisition Company,Blank Check / SPAC,283760000.0
502,ASPN,Aspen Aerogels,Energy Equipment & Services,619510000.0
503,ASPS,Altisource Portfolio Solutions,Real Estate Management & Development,154150000.0
504,ASPU,Aspen Group,Diversified Consumer Services,21610000.0
505,ASR,Grupo Aeroportuario del Sureste,Transportation Infrastructure,6410000000.0
506,ASRT,Assertio Holdings,Pharmaceuticals,129940000.0
507,ASRV,AmeriServ Financial,Banks,68090000.0
508,ASTC,Astrotech,Aerospace & Defense,25270000.0
509,ASTE,Astec Industries,Machinery,989520000.0
510,ASTL,Algoma Steel Group,Steel,1300000000.0
511,ASTR,Astra Space,Aerospace & Defense,697360000.0
512,ASTS,AST SpaceMobile,Telecom Services,1390000000.0
513,ASUR,Asure Software,Software,120430000.0
514,ASX,ASE Technology Holding Company,Semiconductors & Semiconductor Equipment,14170000000.0
515,ASXC,Asensus Surgical,Medical Devices,101860000.0
516,ASYS,Amtech Systems,Semiconductors & Semiconductor Equipment,114770000.0
517,ASZ,Austerlitz Acquisition II,Blank Check / SPAC,1920000000.0
518,ATA,Americas Technology Acquisition,Blank Check / SPAC,148770000.0
519,ATAI,ATAI Life Sciences,Biotechnology,585070000.0
520,ATAK,Aurora Technology Acquisition,Blank Check / SPAC,256390000.0
521,ATAQ,Altimar Acquisition III,Blank Check / SPAC,189600000.0
522,ATAX,America First Multifamily Investors LP,Thrifts & Mortgage Finance,376930000.0
523,ATC,Atotech,Electronic Components,4130000000.0
524,ATCO,Atlas,Marine,3100000000.0
525,ATCX,Atlas Technical Consultants,Engineering & Construction,306440000.0
526,ATEC,Alphatec Holdings,Health Care Equipment & Supplies,828320000.0
527,ATEK,Athena Technology Acquisition II,Blank Check / SPAC,344710000.0
528,ATEN,A10 Networks,Software,1160000000.0
529,ATER,Aterian,"Furnishings, Fixtures & Appliances",193730000.0
530,ATEX,Anterix,Wireless Telecommunication Services,909190000.0
531,ATGE,Adtalem Global Education,Diversified Consumer Services,1370000000.0
532,ATHA,Athira Pharma,Biotechnology,311530000.0
533,ATHE,Alterity Therapeutics,Biotechnology,28890000.0
534,ATHM,Autohome,Interactive Media & Services,3330000000.0
535,ATHX,Athersys,Biotechnology,146850000.0
536,ATI,Allegheny Technologies,Metals & Mining,3190000000.0
537,ATIF,ATIF Holdings,Professional Services,24500000.0
538,ATIP,ATI Physical Therapy,Medical Care Facilities,358780000.0
539,ATKR,Atkore,Electrical Equipment,4680000000.0
540,ATLC,Atlanticus Holdings,Consumer Finance,522140000.0
541,ATLO,Ames National,Banks,212210000.0
542,ATNF,180 Life Sciences,Biotechnology,42950000.0
543,ATNI,ATN International,Diversified Telecommunication Services,628770000.0
544,ATNM,Actinium Pharmaceuticals,Biotechnology,127330000.0
545,ATNX,Athenex,Biotechnology,54260000.0
546,ATO,Atmos Energy,Gas Utilities,15700000000.0
547,ATOM,Atomera,Semiconductors & Semiconductor Equipment,269490000.0
548,ATOS,Atossa Therapeutics,Health Care Equipment & Supplies,125050000.0
549,ATR,AptarGroup,Containers & Packaging,7050000000.0
550,ATRA,Atara Biotherapeutics,Biotechnology,511860000.0
551,ATRC,AtriCure,Health Care Equipment & Supplies,1990000000.0
552,ATRI,Atrion,Health Care Equipment & Supplies,1100000000.0
553,ATRO,Astronics,Aerospace & Defense,339670000.0
554,ATRS,Antares Pharma,Health Care Equipment & Supplies,950200000.0
555,ATSG,Air Transport Services Group,Air Freight & Logistics,2220000000.0
556,ATTO,Atento,Commercial Services & Supplies,198800000.0
557,ATUS,Altice USA,Media,4900000000.0
558,ATVC,Tribe Capital Growth I,Blank Check / SPAC,337070000.0
559,ATVI,Activision Blizzard,Entertainment,60780000000.0
560,ATXI,Avenue Therapeutics,Pharmaceuticals,7350000.0
561,ATXS,Astria Therapeutics,Biotechnology,54540000.0
562,ATY,AcuityAds Holdings,Interactive Media & Services,134710000.0
563,AU,AngloGold Ashanti,Metals & Mining,7820000000.0
564,AUB,Atlantic Union Bankshares,Banks,2560000000.0
565,AUBN,Auburn National Bancorporation,Banks,105860000.0
566,AUD,Audacy,Media,282090000.0
567,AUDC,AudioCodes,Communications Equipment,664250000.0
568,AUGX,Augmedix,Health Information Services,77040000.0
569,AUID,Ipsidy,Software-Infrastructure,74880000.0
570,AUMN,Golden Minerals Company,Metals & Mining,63600000.0
571,AUPH,Aurinia Pharmaceuticals,Biotechnology,1580000000.0
572,AUR,Aurora Innovation,Information Technology Services,4360000000.0
573,AURA,Aura Biosciences,Biotechnology,483340000.0
574,AURC,Aurora Acquisition,Blank Check / SPAC,341080000.0
575,AUS,Austerlitz Acquisition I,Blank Check / SPAC,963040000.0
576,AUST,Austin Gold,Metals & Mining,24290000.0
577,AUTL,Autolus Therapeutics,Biotechnology,215450000.0
578,AUTO,AutoWeb,Interactive Media & Services,27190000.0
579,AUUD,Auddia,Software-Application,18270000.0
580,AUVI,Applied UV,Building Products,13270000.0
581,AUY,Yamana Gold,Metals & Mining,4760000000.0
582,AVA,Avista,Multi-Utilities,3110000000.0
583,AVAC,Avalon Acquisition,Blank Check / SPAC,259260000.0
584,AVAH,Aveanna Healthcare Holdings,Medical Care Facilities,502470000.0
585,AVAL,Grupo Aval Acciones y Valores,Banks,4400000000.0
586,AVAN,Avanti Acquisition,Blank Check / SPAC,741750000.0
587,AVAV,AeroVironment,Aerospace & Defense,2000000000.0
588,AVB,AvalonBay Communities,Equity Real Estate Investment Trusts ...,28970000000.0
589,AVCO,Avalon GloboCare,Health Care Providers & Services,39910000.0
590,AVCT,American Virtual Cloud Technologies,IT Services,36060000.0
591,AVD,American Vanguard,Chemicals,665570000.0
592,AVDL,Avadel Pharmaceuticals,Pharmaceuticals,224350000.0
593,AVDX,AvidXchange Holdings,Software-Infrastructure,1380000000.0
594,AVEO,AVEO Pharmaceuticals,Biotechnology,137910000.0
595,AVGO,Broadcom,Semiconductors & Semiconductor Equipment,240170000000.0
596,AVGR,Avinger,Health Care Equipment & Supplies,9280000.0
597,AVHI,Achari Ventures Holdings I,Blank Check / SPAC,124500000.0
598,AVID,Avid Technology,"Technology Hardware, Storage & Periph...",1030000000.0
599,AVIR,Atea Pharmaceuticals,Pharmaceuticals,606950000.0
600,AVLR,Avalara,Software,7060000000.0
601,AVNS,Avanos Medical,Health Care Equipment & Supplies,1250000000.0
602,AVNT,Avient,Chemicals,4290000000.0
603,AVNW,Aviat Networks,Communications Equipment,323840000.0
604,AVO,Mission Produce,Farm Products,974010000.0
605,AVPT,AvePoint,Software-Infrastructure,874660000.0
606,AVRO,Avrobio,Biotechnology,35230000.0
607,AVT,Avnet,"Electronic Equipment, Instruments & C...",4580000000.0
608,AVTE,Aerovate Therapeutics,Biotechnology,319040000.0
609,AVTR,Avantor,Life Sciences Tools & Services,18340000000.0
610,AVTX,Avalo Therapeutics,Biotechnology,28190000.0
611,AVXL,Anavex Life Sciences,Biotechnology,660720000.0
612,AVY,Avery Dennison,Containers & Packaging,14240000000.0
613,AVYA,Avaya Holdings,Software,537590000.0
614,AWH,Aspira Women's Health,Health Care Equipment & Supplies,50620000.0
615,AWI,Armstrong World Industries,Building Products,3910000000.0
616,AWK,American Water Works Company,Water Utilities,26620000000.0
617,AWR,American States Water Company,Water Utilities,2880000000.0
618,AWRE,Aware,Software,57780000.0
619,AWX,Avalon Holdings,Commercial Services & Supplies,11780000.0
620,AX,Axos Financial,Thrifts & Mortgage Finance,2130000000.0
621,AXAC,AXIOS Sustainable Growth Acquisition,Blank Check / SPAC,195470000.0
622,AXDX,Accelerate Diagnostics,Life Sciences Tools & Services,48090000.0
623,AXGN,Axogen,Health Care Equipment & Supplies,394620000.0
624,AXH,Industrial Human Capital,Blank Check / SPAC,143890000.0
625,AXL,American Axle & Manufacturing Holdings,Auto Components,816290000.0
626,AXLA,Axcella Health,Biotechnology,77810000.0
627,AXNX,Axonics,Health Care Equipment & Supplies,2230000000.0
628,AXON,Axon Enterprise,Aerospace & Defense,6970000000.0
629,AXP,American Express Company,Consumer Finance,119550000000.0
630,AXR,AMREP,Commercial Services & Supplies,64090000.0
631,AXS,AXIS Capital Holdings,Insurance,4710000000.0
632,AXSM,Axsome Therapeutics,Pharmaceuticals,1090000000.0
633,AXTA,Axalta Coating Systems,Chemicals,5620000000.0
634,AXTI,AXT Inc.,Semiconductors & Semiconductor Equipment,235210000.0
635,AXU,Alexco Resource,Commercial Services & Supplies,137520000.0
636,AY,Atlantica Sustainable Infrastructure,Independent Power and Renewable Elect...,3490000000.0
637,AYI,Acuity Brands,Electrical Equipment,5740000000.0
638,AYLA,Ayala Pharmaceuticals,Biotechnology,28100000.0
639,AYRO,"AYRO, Inc.",Auto Manufacturers,34820000.0
640,AYTU,Aytu BioPharma,Pharmaceuticals,17220000.0
641,AYX,Alteryx,Software,4010000000.0
642,AZ,A2Z Smart Technologies,Aerospace & Defense,137420000.0
643,AZEK,The AZEK Company,Building Products,3070000000.0
644,AZN,AstraZeneca,Pharmaceuticals,199500000000.0
645,AZO,AutoZone,Specialty Retail,39720000000.0
646,AZPN,Aspen Technology,Software,11040000000.0
647,AZRE,Azure Power Global,Independent Power and Renewable Elect...,795600000.0
648,AZTA,Azenta,Medical Instruments & Supplies,5630000000.0
649,AZUL,Azul S.A.,Airlines,1430000000.0
650,AZYO,Aziyo Biologics,Medical Devices,80490000.0
651,AZZ,AZZ Inc.,Electrical Equipment,1090000000.0
652,B,Barnes Group,Machinery,1710000000.0
653,BA,The Boeing Company,Aerospace & Defense,75260000000.0
654,BABA,Alibaba Group Holding,Internet & Direct Marketing Retail,245070000000.0
655,BAC,Bank of America,Banks,283360000000.0
656,BACA,Berenson Acquisition I,Blank Check / SPAC,335970000.0
657,BAFN,BayFirst Financial,Banks-Regional,63310000.0
658,BAH,Booz Allen Hamilton Holding,IT Services,10730000000.0
659,BAK,Braskem,Chemicals,6610000000.0
660,BALL,Ball Corporation,Containers & Packaging,22310000000.0
661,BALY,Bally's,"Hotels, Restaurants & Leisure",1260000000.0
662,BAM,Brookfield Asset Management,Capital Markets,78380000000.0
663,BANC,Banc of California,Banks,1110000000.0
664,BAND,Bandwidth,Diversified Telecommunication Services,533350000.0
665,BANF,BancFirst,Banks,2680000000.0
666,BANR,Banner,Banks,1880000000.0
667,BANX,StoneCastle Financial,Capital Markets,136100000.0
668,BAOS,Baosheng Media Group Holdings,Advertising Agencies,12890000.0
669,BAP,Credicorp,Banks,10490000000.0
670,BARK,The Original BARK Company,Specialty Retail,460020000.0
671,BASE,Couchbase,Software-Infrastructure,687580000.0
672,BATL,Battalion Oil,"Oil, Gas & Consumable Fuels",250780000.0
673,BAX,Baxter International,Health Care Equipment & Supplies,36770000000.0
674,BB,BlackBerry,Software,3360000000.0
675,BBAI,BigBear.ai Holdings,Information Technology Services,959680000.0
676,BBAR,Banco BBVA Argentina,Banks,600460000.0
677,BBBY,Bed Bath & Beyond,Specialty Retail,769710000.0
678,BBCP,Concrete Pumping Holdings,Construction & Engineering,269520000.0
679,BBD,Banco Bradesco,Banks,42230000000.0
680,BBDC,Barings BDC,Capital Markets,1130000000.0
681,BBGI,Beasley Broadcast Group,Media,43180000.0
682,BBI,Brickell Biotech,Biotechnology,22240000.0
683,BBIG,Vinco Ventures,Leisure,488940000.0
684,BBIO,BridgeBio Pharma,Biotechnology,977730000.0
685,BBLG,Bone Biologics,Medical Devices,14280000.0
686,BBLN,Babylon Holdings,Health Information Services,480800000.0
687,BBQ,BBQ Holdings,"Hotels, Restaurants & Leisure",144590000.0
688,BBSI,Barrett Business Services,Professional Services,538400000.0
689,BBU,Brookfield Business Partners,Construction & Engineering,1770000000.0
690,BBUC,Brookfield Business,Asset Management,1990000000.0
691,BBVA,Banco Bilbao Vizcaya Argentaria,Banks,32630000000.000004
692,BBW,Build-A-Bear Workshop,Specialty Retail,297210000.0
693,BBWI,Bath & Body Works,Specialty Retail,12170000000.0
694,BBY,Best Buy Co.,Specialty Retail,19430000000.0
695,BC,Brunswick,Leisure Products,6100000000.0
696,BCAB,BioAtla,Biotechnology,86050000.0
697,BCAC,Brookline Capital Acquisition,Blank Check / SPAC,75160000.0
698,BCBP,BCB Bancorp,Banks,317230000.0
699,BCC,Boise Cascade Company,Paper & Forest Products,3130000000.0
700,BCDA,BioCardia,Biotechnology,24420000.0
701,BCE,"BCE, Inc.",Diversified Telecommunication Services,48400000000.0
702,BCEL,Atreca,Biotechnology,63680000.0
703,BCH,Banco de Chile,Banks,9740000000.0
704,BCLI,Brainstorm Cell Therapeutics,Biotechnology,99240000.0
705,BCML,BayCom,Banks,297710000.0
706,BCO,The Brink's Company,Commercial Services & Supplies,2680000000.0
707,BCOR,Blucora,Capital Markets,771080000.0
708,BCOV,Brightcove,IT Services,310390000.0
709,BCOW,1895 Bancorp of Wisconsin,Thrifts & Mortgage Finance,63390000.0
710,BCPC,Balchem,Chemicals,3820000000.0
711,BCRX,BioCryst Pharmaceuticals,Biotechnology,1560000000.0
712,BCS,Barclays,Banks,31430000000.0
713,BCSA,Blockchain Coinvestors Acquisition I,Blank Check / SPAC,410330000.0
714,BCSF,Bain Capital Specialty Finance,Capital Markets,965850000.0
715,BCTX,BriaCell Therapeutics,Biotechnology,75780000.0
716,BCYC,Bicycle Therapeutics,Biotechnology,514400000.0
717,BDC,Belden,"Electronic Equipment, Instruments & C...",2480000000.0
718,BDL,Flanigan's Enterprises,"Hotels, Restaurants & Leisure",61520000.0
719,BDN,Brandywine Realty Trust,Equity Real Estate Investment Trusts ...,1850000000.0
720,BDR,Blonder Tongue Laboratories,Communications Equipment,5060000.0
721,BDSX,Biodesix,Diagnostics & Research,72420000.0
722,BDTX,Black Diamond Therapeutics,Biotechnology,64230000.00000001
723,BDX,"Becton, Dickinson and Company",Health Care Equipment & Supplies,70820000000.0
724,BE,Bloom Energy,Electrical Equipment,2470000000.0
725,BEAM,Beam Therapeutics,Beverages,2490000000.0
726,BEAT,HeartBeam,Health Information Services,10830000.0
727,BECN,Beacon Roofing Supply,Trading Companies & Distributors,4240000000.0
728,BEDU,Bright Scholar Education Holdings,Diversified Consumer Services,87030000.0
729,BEEM,Beam Global,Electrical Equipment,154290000.0
730,BEKE,KE Holdings,Real Estate Management & Development,18770000000.0
731,BELFA,Bel Fuse,Electronic Components,222620000.0
732,BELFB,Bel Fuse,"Electronic Equipment, Instruments & C...",217060000.0
733,BEN,Franklin Resources,Capital Markets,12540000000.0
734,BENE,Benessere Capital Acquisition,Blank Check / SPAC,141070000.0
735,BEP,Brookfield Renewable Partners,Independent Power and Renewable Elect...,21960000000.0
736,BEPC,Brookfield Renewable,Independent Power and Renewable Elect...,5990000000.0
737,BERY,Berry Global Group,Containers & Packaging,7020000000.0
738,BEST,BEST Inc.,Air Freight & Logistics,134570000.0
739,BF.A,Brown-Forman,Beverages,31510000000.0
740,BF.B,Brown-Forman,Beverages,31340000000.0
741,BFAC,Battery Future Acquisition,Blank Check / SPAC,426510000.0
742,BFAM,Bright Horizons Family Solutions,Diversified Consumer Services,4910000000.0
743,BFC,Bank First,Banks,532730000.0
744,BFH,Bread Financial Holdings,Credit Services,2540000000.0
745,BFI,BurgerFi International,Restaurants,65690000.0
746,BFIN,BankFinancial,Banks,129150000.0
747,BFLY,Butterfly Network,Medical Devices,606820000.0
748,BFRI,Biofrontera,Drug Manufacturers-Specialty & Generic,47380000.0
749,BFS,Saul Centers,Equity Real Estate Investment Trusts ...,1590000000.0
